,year,plant_code,plant_name,capacity,op_capacity,net_capacity,city,state,latitude,longitude
0,1968,46,Browns Ferry,0.0,0.0,0.0,Decatur,AL,34.7042,-87.1189
1,1969,46,Browns Ferry,0.0,0.0,0.0,Decatur,AL,34.7042,-87.1189
2,1970,46,Browns Ferry,0.0,0.0,0.0,Decatur,AL,34.7042,-87.1189
3,1971,46,Browns Ferry,0.0,0.0,0.0,Decatur,AL,34.7042,-87.1189
4,1972,46,Browns Ferry,0.0,0.0,0.0,Decatur,AL,34.7042,-87.1189
5,1973,46,Browns Ferry,0.0,0.0,0.0,Decatur,AL,34.7042,-87.1189
6,1974,46,Browns Ferry,1152.0,1152.0,1152.0,Decatur,AL,34.7042,-87.1189
7,1975,46,Browns Ferry,1152.0,2304.0,2304.0,Decatur,AL,34.7042,-87.1189
8,1976,46,Browns Ferry,0.0,2304.0,2304.0,Decatur,AL,34.7042,-87.1189
9,1977,46,Browns Ferry,1190.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
10,1978,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
11,1979,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
12,1980,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
13,1981,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
14,1982,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
15,1983,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
16,1984,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
17,1985,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
18,1986,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
19,1987,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
20,1988,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
21,1989,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
22,1990,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
23,1991,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
24,1992,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
25,1993,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
26,1994,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
27,1995,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
28,1996,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
29,1997,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
30,1998,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
31,1999,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
32,2000,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
33,2001,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
34,2002,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
35,2003,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
36,2004,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
37,2005,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
38,2006,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
39,2007,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
40,2008,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
41,2009,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
42,2010,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
43,2011,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
44,2012,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
45,2013,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
46,2014,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
47,2015,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
48,2016,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
49,2017,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
50,2018,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
51,2019,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
52,2020,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
53,2021,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
54,2022,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
55,2023,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
56,2024,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
57,2025,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
58,2026,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
59,2027,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
60,2028,46,Browns Ferry,0.0,3494.0,3494.0,Decatur,AL,34.7042,-87.1189
61,1968,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
62,1969,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
63,1970,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
64,1971,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
65,1972,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
66,1973,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
67,1974,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
68,1975,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
69,1976,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
70,1977,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
71,1978,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
72,1979,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
73,1980,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
74,1981,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
75,1982,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
76,1983,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
77,1984,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
78,1985,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
79,1986,204,Clinton Power Station,0.0,0.0,0.0,Clinton,IL,40.1719,-88.8339
80,1987,204,Clinton Power Station,1138.3,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
81,1988,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
82,1989,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
83,1990,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
84,1991,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
85,1992,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
86,1993,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
87,1994,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
88,1995,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
89,1996,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
90,1997,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
91,1998,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
92,1999,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
93,2000,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
94,2001,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
95,2002,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
96,2003,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
97,2004,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
98,2005,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
99,2006,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
100,2007,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
101,2008,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
102,2009,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
103,2010,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
104,2011,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
105,2012,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
106,2013,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
107,2014,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
108,2015,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
109,2016,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
110,2017,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
111,2018,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
112,2019,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
113,2020,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
114,2021,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
115,2022,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
116,2023,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
117,2024,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
118,2025,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
119,2026,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
120,2027,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
121,2028,204,Clinton Power Station,0.0,1138.3,1138.3,Clinton,IL,40.1719,-88.8339
122,1968,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
123,1969,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
124,1970,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
125,1971,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
126,1972,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
127,1973,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
128,1974,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
129,1975,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
130,1976,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
131,1977,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
132,1978,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
133,1979,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
134,1980,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
135,1981,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
136,1982,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
137,1983,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
138,1984,210,Wolf Creek Generating Station,0.0,0.0,0.0,Burlington,KS,38.23926,-95.68978
139,1985,210,Wolf Creek Generating Station,1267.7,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
140,1986,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
141,1987,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
142,1988,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
143,1989,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
144,1990,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
145,1991,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
146,1992,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
147,1993,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
148,1994,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
149,1995,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
150,1996,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
151,1997,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
152,1998,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
153,1999,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
154,2000,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
155,2001,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
156,2002,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
157,2003,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
158,2004,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
159,2005,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
160,2006,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
161,2007,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
162,2008,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
163,2009,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
164,2010,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
165,2011,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
166,2012,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
167,2013,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
168,2014,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
169,2015,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
170,2016,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
171,2017,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
172,2018,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
173,2019,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
174,2020,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
175,2021,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
176,2022,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
177,2023,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
178,2024,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
179,2025,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
180,2026,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
181,2027,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
182,2028,210,Wolf Creek Generating Station,0.0,1267.7,1267.7,Burlington,KS,38.23926,-95.68978
183,1968,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
184,1969,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
185,1970,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
186,1971,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
187,1972,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
188,1973,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
189,1974,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
190,1975,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
191,1976,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
192,1977,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
193,1978,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
194,1979,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
195,1980,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
196,1981,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
197,1982,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
198,1983,371,Columbia Generating Station,0.0,0.0,0.0,Richland,WA,46.4711,-119.3339
199,1984,371,Columbia Generating Station,1200.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
200,1985,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
201,1986,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
202,1987,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
203,1988,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
204,1989,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
205,1990,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
206,1991,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
207,1992,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
208,1993,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
209,1994,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
210,1995,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
211,1996,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
212,1997,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
213,1998,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
214,1999,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
215,2000,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
216,2001,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
217,2002,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
218,2003,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
219,2004,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
220,2005,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
221,2006,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
222,2007,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
223,2008,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
224,2009,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
225,2010,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
226,2011,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
227,2012,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
228,2013,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
229,2014,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
230,2015,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
231,2016,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
232,2017,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
233,2018,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
234,2019,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
235,2020,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
236,2021,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
237,2022,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
238,2023,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
239,2024,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
240,2025,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
241,2026,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
242,2027,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
243,2028,371,Columbia Generating Station,0.0,1200.0,1200.0,Richland,WA,46.4711,-119.3339
244,1968,566,Millstone,0.0,0.0,0.0,Waterford,CT,41.3107,-72.1677
245,1969,566,Millstone,0.0,0.0,0.0,Waterford,CT,41.3107,-72.1677
246,1970,566,Millstone,0.0,0.0,0.0,Waterford,CT,41.3107,-72.1677
247,1971,566,Millstone,0.0,0.0,0.0,Waterford,CT,41.3107,-72.1677
248,1972,566,Millstone,0.0,0.0,0.0,Waterford,CT,41.3107,-72.1677
249,1973,566,Millstone,0.0,0.0,0.0,Waterford,CT,41.3107,-72.1677
250,1974,566,Millstone,0.0,0.0,0.0,Waterford,CT,41.3107,-72.1677
251,1975,566,Millstone,909.9,909.9,909.9,Waterford,CT,41.3107,-72.1677
252,1976,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
253,1977,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
254,1978,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
255,1979,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
256,1980,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
257,1981,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
258,1982,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
259,1983,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
260,1984,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
261,1985,566,Millstone,0.0,909.9,909.9,Waterford,CT,41.3107,-72.1677
262,1986,566,Millstone,1253.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
263,1987,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
264,1988,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
265,1989,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
266,1990,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
267,1991,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
268,1992,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
269,1993,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
270,1994,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
271,1995,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
272,1996,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
273,1997,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
274,1998,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
275,1999,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
276,2000,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
277,2001,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
278,2002,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
279,2003,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
280,2004,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
281,2005,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
282,2006,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
283,2007,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
284,2008,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
285,2009,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
286,2010,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
