,year,plant_code,plant_name,capacity,op_capacity,net_capacity,city,state,latitude,longitude
1759,2013,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1760,2014,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1761,2015,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1762,2016,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1763,2017,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1764,2018,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1765,2019,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1766,2020,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1767,2021,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1768,2022,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1769,2023,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1770,2024,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1771,2025,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1772,2026,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1773,2027,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1774,2028,6023,Byron Generating Station,0.0,2449.8,2449.8,Byron,IL,42.0742,-89.2819
1775,1968,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1776,1969,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1777,1970,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1778,1971,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1779,1972,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1780,1973,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1781,1974,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1782,1975,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1783,1976,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1784,1977,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1785,1978,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1786,1979,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1787,1980,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1788,1981,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1789,1982,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1790,1983,6026,LaSalle Generating Station,0.0,0.0,0.0,Marseilles,IL,41.245498,-88.669066
1791,1984,6026,LaSalle Generating Station,1170.0,1170.0,1170.0,Marseilles,IL,41.245498,-88.669066
1792,1984,6026,LaSalle Generating Station,1170.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1793,1985,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1794,1986,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1795,1987,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1796,1988,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1797,1989,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1798,1990,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1799,1991,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1800,1992,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1801,1993,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1802,1994,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1803,1995,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1804,1996,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1805,1997,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1806,1998,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1807,1999,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1808,2000,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1809,2001,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1810,2002,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1811,2003,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1812,2004,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1813,2005,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1814,2006,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1815,2007,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1816,2008,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1817,2009,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1818,2010,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1819,2011,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1820,2012,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1821,2013,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1822,2014,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1823,2015,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1824,2016,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1825,2017,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1826,2018,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1827,2019,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1828,2020,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1829,2021,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1830,2022,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1831,2023,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1832,2024,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1833,2025,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1834,2026,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1835,2027,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1836,2028,6026,LaSalle Generating Station,0.0,2340.0,2340.0,Marseilles,IL,41.245498,-88.669066
1837,1968,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1838,1969,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1839,1970,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1840,1971,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1841,1972,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1842,1973,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1843,1974,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1844,1975,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1845,1976,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1846,1977,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1847,1978,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1848,1979,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1849,1980,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1850,1981,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1851,1982,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1852,1983,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1853,1984,6036,Catawba,0.0,0.0,0.0,York,SC,35.0514,-81.0694
1854,1985,6036,Catawba,1205.1,1205.1,1205.1,York,SC,35.0514,-81.0694
1855,1986,6036,Catawba,1205.1,2410.2,2410.2,York,SC,35.0514,-81.0694
1856,1987,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1857,1988,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1858,1989,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1859,1990,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1860,1991,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1861,1992,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1862,1993,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1863,1994,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1864,1995,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1865,1996,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1866,1997,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1867,1998,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1868,1999,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1869,2000,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1870,2001,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1871,2002,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1872,2003,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1873,2004,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1874,2005,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1875,2006,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1876,2007,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1877,2008,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1878,2009,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1879,2010,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1880,2011,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1881,2012,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1882,2013,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1883,2014,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1884,2015,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1885,2016,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1886,2017,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1887,2018,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1888,2019,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1889,2020,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1890,2021,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1891,2022,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1892,2023,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1893,2024,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1894,2025,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1895,2026,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1896,2027,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1897,2028,6036,Catawba,0.0,2410.2,2410.2,York,SC,35.0514,-81.0694
1898,1968,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1899,1969,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1900,1970,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1901,1971,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1902,1972,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1903,1973,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1904,1974,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1905,1975,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1906,1976,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1907,1977,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1908,1978,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1909,1979,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1910,1980,6038,McGuire,0.0,0.0,0.0,Huntersville,NC,35.4331,-80.9486
1911,1981,6038,McGuire,1220.3,1220.3,1220.3,Huntersville,NC,35.4331,-80.9486
1912,1982,6038,McGuire,0.0,1220.3,1220.3,Huntersville,NC,35.4331,-80.9486
1913,1983,6038,McGuire,0.0,1220.3,1220.3,Huntersville,NC,35.4331,-80.9486
1914,1984,6038,McGuire,1220.3,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1915,1985,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1916,1986,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1917,1987,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1918,1988,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1919,1989,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1920,1990,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1921,1991,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1922,1992,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1923,1993,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1924,1994,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1925,1995,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1926,1996,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1927,1997,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1928,1998,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1929,1999,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1930,2000,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1931,2001,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1932,2002,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1933,2003,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1934,2004,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1935,2005,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1936,2006,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1937,2007,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1938,2008,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1939,2009,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1940,2010,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1941,2011,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1942,2012,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1943,2013,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1944,2014,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1945,2015,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1946,2016,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1947,2017,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1948,2018,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1949,2019,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1950,2020,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1951,2021,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1952,2022,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1953,2023,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1954,2024,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1955,2025,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1956,2026,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1957,2027,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1958,2028,6038,McGuire,0.0,2440.6,2440.6,Huntersville,NC,35.4331,-80.9486
1959,1968,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1960,1969,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1961,1970,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1962,1971,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1963,1972,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1964,1973,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1965,1974,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1966,1975,6045,St Lucie,0.0,0.0,0.0,Jensen Beach,FL,27.348611,-80.246389
1967,1976,6045,St Lucie,1080.0,1080.0,1080.0,Jensen Beach,FL,27.348611,-80.246389
1968,1977,6045,St Lucie,0.0,1080.0,1080.0,Jensen Beach,FL,27.348611,-80.246389
1969,1978,6045,St Lucie,0.0,1080.0,1080.0,Jensen Beach,FL,27.348611,-80.246389
1970,1979,6045,St Lucie,0.0,1080.0,1080.0,Jensen Beach,FL,27.348611,-80.246389
1971,1980,6045,St Lucie,0.0,1080.0,1080.0,Jensen Beach,FL,27.348611,-80.246389
1972,1981,6045,St Lucie,0.0,1080.0,1080.0,Jensen Beach,FL,27.348611,-80.246389
1973,1982,6045,St Lucie,0.0,1080.0,1080.0,Jensen Beach,FL,27.348611,-80.246389
1974,1983,6045,St Lucie,1080.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1975,1984,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1976,1985,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1977,1986,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1978,1987,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1979,1988,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1980,1989,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1981,1990,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1982,1991,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1983,1992,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1984,1993,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1985,1994,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1986,1995,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1987,1996,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1988,1997,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1989,1998,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1990,1999,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1991,2000,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1992,2001,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1993,2002,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1994,2003,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1995,2004,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1996,2005,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1997,2006,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1998,2007,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
1999,2008,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2000,2009,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2001,2010,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2002,2011,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2003,2012,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2004,2013,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2005,2014,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2006,2015,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2007,2016,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2008,2017,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2009,2018,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2010,2019,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2011,2020,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2012,2021,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2013,2022,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2014,2023,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2015,2024,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2016,2025,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2017,2026,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2018,2027,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2019,2028,6045,St Lucie,0.0,2160.0,2160.0,Jensen Beach,FL,27.348611,-80.246389
2020,1968,6051,Edwin I Hatch,0.0,0.0,0.0,Baxley,GA,31.9342,-82.3447
2021,1969,6051,Edwin I Hatch,0.0,0.0,0.0,Baxley,GA,31.9342,-82.3447
2022,1970,6051,Edwin I Hatch,0.0,0.0,0.0,Baxley,GA,31.9342,-82.3447
2023,1971,6051,Edwin I Hatch,0.0,0.0,0.0,Baxley,GA,31.9342,-82.3447
2024,1972,6051,Edwin I Hatch,0.0,0.0,0.0,Baxley,GA,31.9342,-82.3447
2025,1973,6051,Edwin I Hatch,0.0,0.0,0.0,Baxley,GA,31.9342,-82.3447
2026,1974,6051,Edwin I Hatch,0.0,0.0,0.0,Baxley,GA,31.9342,-82.3447
2027,1975,6051,Edwin I Hatch,857.1,857.1,857.1,Baxley,GA,31.9342,-82.3447
2028,1976,6051,Edwin I Hatch,0.0,857.1,857.1,Baxley,GA,31.9342,-82.3447
2029,1977,6051,Edwin I Hatch,0.0,857.1,857.1,Baxley,GA,31.9342,-82.3447
2030,1978,6051,Edwin I Hatch,0.0,857.1,857.1,Baxley,GA,31.9342,-82.3447
2031,1979,6051,Edwin I Hatch,864.7,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2032,1980,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2033,1981,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2034,1982,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2035,1983,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2036,1984,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2037,1985,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2038,1986,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2039,1987,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
2040,1988,6051,Edwin I Hatch,0.0,1721.8000000000002,1721.8000000000002,Baxley,GA,31.9342,-82.3447
