year,plant_code,plant_name,capacity,cum_capacity,city,state,latitude,longitude
1976,6110,James A Fitzpatrick,882,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1977,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1978,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1979,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1980,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1981,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1982,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1983,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1984,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1985,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1986,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1987,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1988,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1989,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1990,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1991,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1992,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1993,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1994,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1995,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1996,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1997,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1998,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
1999,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2000,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2001,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2002,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2003,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2004,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2005,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2006,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2007,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2008,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2009,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2010,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2011,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2012,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2013,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2014,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2015,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2016,6110,James A Fitzpatrick,0,882,Lycoming,NY,43.521389999999997,-76.408394000000001
2017,6110,James A Fitzpatrick,-882,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2018,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2019,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2020,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2021,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2022,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2023,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2024,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2025,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2026,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
2027,6110,James A Fitzpatrick,0,0,Lycoming,NY,43.521389999999997,-76.408394000000001
1972,3751,Vermont Yankee,563.4,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1973,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1974,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1975,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1976,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1977,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1978,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1979,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1980,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1981,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1982,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1983,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1984,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1985,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1986,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1987,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1988,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1989,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1990,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1991,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1992,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1993,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1994,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1995,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1996,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1997,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1998,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
1999,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2000,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2001,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2002,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2003,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2004,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2005,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2006,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2007,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2008,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2009,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2010,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2011,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2012,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2013,3751,Vermont Yankee,0,563.4,Vernon,VT,42.778599999999997,-72.513300000000001
2014,3751,Vermont Yankee,-563.4,0,Vernon,VT,42.778599999999997,-72.513300000000001
2015,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2016,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2017,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2018,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2019,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2020,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2021,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2022,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2023,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2024,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2025,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2026,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
2027,3751,Vermont Yankee,0,0,Vernon,VT,42.778599999999997,-72.513300000000001
1977,628,Crystal River,890.4,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1978,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1979,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1980,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1981,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1982,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1983,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1984,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1985,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1986,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1987,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1988,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1989,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1990,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1991,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1992,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1993,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1994,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1995,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1996,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1997,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1998,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
1999,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2000,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2001,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2002,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2003,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2004,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2005,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2006,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2007,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2008,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2009,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2010,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2011,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2012,628,Crystal River,0,890.4,Crystal River,FL,28.965599999999998,-82.697699999999998
2013,628,Crystal River,-890.4,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2014,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2015,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2016,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2017,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2018,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2019,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2020,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2021,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2022,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2023,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2024,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2025,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2026,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
2027,628,Crystal River,0,0,Crystal River,FL,28.965599999999998,-82.697699999999998
1973,2289,Fort Calhoun,502,502,Blair,NE,41.520522,-96.077511000000001
1974,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1975,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1976,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1977,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1978,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1979,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1980,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1981,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1982,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1983,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1984,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1985,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1986,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1987,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1988,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1989,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1990,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1991,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1992,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1993,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1994,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1995,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1996,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1997,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1998,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
1999,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2000,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2001,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2002,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2003,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2004,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2005,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2006,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2007,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2008,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2009,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2010,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2011,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2012,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2013,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2014,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2015,2289,Fort Calhoun,0,502,Blair,NE,41.520522,-96.077511000000001
2016,2289,Fort Calhoun,-502,0,Blair,NE,41.520522,-96.077511000000001
2017,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2018,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2019,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2020,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2021,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2022,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2023,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2024,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2025,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2026,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
2027,2289,Fort Calhoun,0,0,Blair,NE,41.520522,-96.077511000000001
1983,360,San Onofre Nuclear Generating Station,1127,1127,San Clemente,CA,33.368794000000001,-117.55491600000001
1984,360,San Onofre Nuclear Generating Station,1127,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1985,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1986,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1987,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1988,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1989,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1990,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1991,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1992,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1993,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1994,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1995,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1996,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1997,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1998,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
1999,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2000,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2001,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2002,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2003,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2004,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2005,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2006,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2007,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2008,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2009,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2010,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2011,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2012,360,San Onofre Nuclear Generating Station,0,2254,San Clemente,CA,33.368794000000001,-117.55491600000001
2013,360,San Onofre Nuclear Generating Station,-2254,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2014,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2015,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2016,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2017,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2018,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2019,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2020,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2021,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2022,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2023,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2024,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2025,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2026,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
2027,360,San Onofre Nuclear Generating Station,0,0,San Clemente,CA,33.368794000000001,-117.55491600000001
1974,8024,Kewaunee,560.1,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1975,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1976,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1977,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1978,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1979,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1980,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1981,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1982,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1983,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1984,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1985,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1986,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1987,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1988,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1989,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1990,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1991,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1992,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1993,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1994,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1995,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1996,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1997,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1998,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
1999,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2000,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2001,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2002,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2003,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2004,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2005,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2006,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2007,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2008,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2009,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2010,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2011,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2012,8024,Kewaunee,0,560.1,Kewaunee,WI,44.342199999999998,-87.535799999999995
2013,8024,Kewaunee,-560.1,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2014,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2015,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2016,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2017,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2018,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2019,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2020,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2021,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
2022,8024,Kewaunee,0,0,Kewaunee,WI,44.342199999999998,-87.535799999999995
