plant_code,plant_name,latitude,longitude,city,state
2177,Miles City GT,46.4112,-105.7953,Miles City,MT
2181,Black Eagle,47.521331,-111.261442,Great Falls,MT
2182,Cochrane,47.5375,-111.194969,Great Falls,MT
2185,Hauser,46.765941,-111.887341,Helena,MT
2186,Holter,46.9915,-112.0047,Wolf Creek,MT
2187,J E Corette Plant,45.77562,-108.480999,Billings,MT
2188,Kerr,47.6777,-114.2339,Polson,MT
2190,Milltown,46.869722,-113.878055,East Missoula,MT
2191,Morony,47.581737,-111.060898,Great Falls,MT
2192,Mystic,45.225741,-109.762489,Fishtail,MT
2193,Rainbow (MT),47.5344,-111.2045,Great Falls,MT
2194,Ryan,47.569939,-111.122546,Great Falls,MT
2195,Thompson Falls,47.593155,-115.358237,Thompson Falls,MT
2196,Old Faithful,44.4533,-110.8347,Yellowstone,WY
2199,Noxon Rapids,47.953889,-115.733611,Noxon,MT
2203,Hungry Horse,48.341521,-114.01443,Columbia Falls,MT
2204,Yellowtail,45.307406,-107.957515,Hardin,MT
2214,Ansley,41.289185,-99.386336,Ansley,NE
2215,Auburn,40.3883,-95.8464,Auburn,NE
2216,Arnold,41.421928,-100.19561,Arnold,NE
2217,Beaver City,40.130304,-99.827772,Beaver City,NE
2221,Broken Bow,41.4031,-99.6392,Broken Bow,NE
2222,Burwell,41.780313,-99.136071,Burwell,NE
2223,Cambridge,40.286178,-100.176836,Cambridge,NE
2225,Campbell Village,40.3717,-98.7236,Campbell,NE
2226,Canaday,40.6942,-99.7011,Lexington,NE
2227,Jeffrey,40.959405,-100.397905,Brady,NE
2228,Johnson 1,40.6936,-99.8178,Elwood,NE
2229,Johnson 2,40.6839,-99.7447,Lexington,NE
2230,Chappell,41.1056,-102.4703,Chappell,NE
2231,Crete,40.6253,-96.9601,Crete,NE
2232,Curtis,40.6325,-100.514722,Curtis,NE
2233,David City,41.254652,-97.119202,David City,NE
2234,Deshler,40.1408,-97.7239,Deshler,NE
2235,Emerson,42.276,-96.7292,Emerson,NE
2236,Fairbury,40.133872,-97.184286,Fairbury,NE
2237,Falls City,40.055,-95.6083,Falls City,NE
2238,Franklin (NE),40.0892,-98.9508,Franklin,NE
2240,Lon Wright,41.4281,-96.4623,Fremont,NE
2241,C W Burdick,40.9228,-98.3269,Grand Island,NE
2243,Don Henry,40.583155,-98.420055,Hastings,NE
2244,North Denver,40.598839,-98.38863,Hastings,NE
2248,Kimball,41.2382,-103.6667,Kimball,NE
2249,Laurel,42.430539,-97.090814,Laurel,NE
2250,J Street,40.80788,-96.710667,Lincoln,NE
2253,Lyons,41.9374,-96.4668,Lyons,NE
2255,Nebraska City # 1,40.6806,-95.8475,Nebraska,NE
2256,Syracuse # 2,40.6756,-96.177778,Syracuse,NE
2260,Columbus,41.4639,-97.3283,Columbus,NE
2265,Hallam,40.5589,-96.7847,Hallam,NE
2266,Hebron,40.187928,-97.577857,Hebron,NE
2268,Kearney,40.703511,-99.100753,Kearney,NE
2271,McCook,40.2214,-100.6508,McCook,NE
2273,Monroe (NE),41.4872,-97.6078,Monroe,NE
2274,North Platte,41.0864,-100.7594,North Platte,NE
2277,Sheldon,40.5589,-96.7847,Hallam,NE
2278,Spencer Hydro,42.809337,-98.656283,Spencer,NE
2289,Fort Calhoun,41.520522,-96.077511,Blair,NE
2290,Jones Street,41.251488,-95.922682,Omaha,NE
2291,North Omaha,41.32909,-95.94466,Omaha,NE
2292,Sarpy County,41.170594,-95.970603,Bellevue,NE
2294,Ord,41.604164,-98.926144,Ord,NE
2295,Oxford (NE),40.2581,-99.6108,Oxford,NE
2296,Pender,42.114742,-96.705431,Pender,NE
2297,Plainview Muncipal Power,42.35,-97.790556,Plainview,NE
2299,Red Cloud,40.097954,-98.519032,Red Cloud,NE
2300,Sargent,41.6392,-99.3742,Sargent,NE
2302,Sidney (NE),41.145634,-102.977836,Sidney,NE
2303,Spalding,41.68138,-98.36756,Spalding,NE
2305,Stuart (NE),42.5714,-99.1394,Stuart,NE
2308,Tecumseh,40.3664,-96.19,Tecumseh,NE
2310,Wahoo,41.211798,-96.61155,Wahoo,NE
2311,Wakefield,42.2691,-96.8621,Wakefield,NE
2312,Wayne IC,42.2278,-97.0183,Wayne,NE
2313,West Point Municipal,41.844936,-96.71345,West Point,NE
2315,Wilber,40.4797,-96.9604,Wilber,NE
2316,Wisner,41.9903,-96.9203,Wisner,NE
2322,Clark (NVE),36.0875,-115.0507,Las Vegas,NV
2324,Reid Gardner,36.657347,-114.633263,Moapa,NV
2326,Sunrise,36.1384,-115.036,Las Vegas,NV
2330,Fort Churchill,39.1281,-119.1322,Yerington,NV
2336,Tracy,39.5625,-119.525,Sparks,NV
2341,Mohave,35.1458,-114.5917,Laughlin,NV
2349,Comerford,44.325053,-72.000975,Monroe,NH
2351,S C Moore,44.3356,-71.8742,Littleton,NH
2352,Vernon Dam,42.77165,-72.5146,Vernon,VT
2353,Wilder,43.667927,-72.303642,Hartford,VT
2354,Amoskeag,43.00223,-71.47208,Manchester,NH
2355,Ayers Island,43.597849,-71.717683,Bristol,NH
2356,Eastman Falls,43.447219,-71.6579,Franklin,NH
2357,Garvins Falls,43.165524,-71.509441,Bow,NH
2358,Gorham,44.408278,-71.195354,Gorham,NH
2359,Hooksett,43.101699,-71.465662,Hooksett,NH
2360,Jackman,43.11055,-71.94889,Hillsborough,NH
2362,Lost Nation,44.595117,-71.494398,Groveton,NH
2364,Merrimack,43.1411,-71.4692,Bow,NH
2367,Schiller,43.0978,-70.7842,Portsmouth,NH
2368,Smith (NH),44.469463,-71.178062,Berlin,NH
2369,White Lake,43.8478,-71.2069,Tamworth,NH
2378,B L England,39.2908,-74.6364,Beesley's Point,NJ
2379,Carlls Corner,39.4547,-75.2014,Upper Deerfield Twp,NJ
2380,Cedar Station,39.6893,-74.2618,Cedar Run,NJ
2382,Middle Station,39.0269,-74.8772,Rio Grand,NJ
2383,Missouri Avenue,39.3662,-74.4441,Atlantic City,NJ
2384,Deepwater,39.6831,-75.5083,Pennsville,NJ
2385,Werner,40.491236,-74.280989,South Amboy,NJ
2388,Oyster Creek,39.8143,-74.2062,Forked River,NJ
2390,Sayreville,40.476525,-74.352336,Sayerville,NJ
2393,Gilbert,40.565833,-75.163889,Milford,NJ
2397,PSEG Bayonne Generating Station,40.660833,-74.085278,Bayonne,NJ
2398,Bergen Generating Station,40.8375,-74.0244,Ridgefield,NJ
2399,PSEG Burlington Generating Station,40.076611,-74.879172,Burlington,NJ
2400,PSEG Edison Generating Station,40.4911,-74.3956,Edison,NJ
2401,PSEG Essex Generating Station,40.7372,-74.1206,Newark,NJ
2403,PSEG Hudson Generating Station,40.7478,-74.0722,Jersey City,NJ
2404,PSEG Kearny Generating Station,40.737283,-74.096464,Kearny,NJ
2406,PSEG Linden Generating Station,40.6217,-74.2072,Linden,NJ
2408,PSEG Mercer Generating Station,40.1792,-74.7339,Hamilton Township,NJ
2409,PSEG National Park Generating Station,39.86,-75.1853,National Park,NJ
2410,PSEG Salem Generating Station,39.4625,-75.5358,Hancocks Bridge,NJ
2411,PSEG Sewaren Generating Station,40.5558,-74.2469,Sewaren,NJ
2434,Howard Down,39.4889,-75.0347,Vineland,NJ
2442,Four Corners,36.69,-108.4814,Fruitland,NM
2444,Rio Grande,31.8047,-106.5472,SunLand Park,NM
2446,Maddox,32.714224,-103.301469,Hobbs,NM
2447,Las Vegas,35.5997,-105.2269,Las Vegas,NM
2450,Reeves,35.171,-106.6019,Albuquerque,NM
2451,San Juan,36.8006,-108.4386,Waterflow,NM
2453,Carlsbad,32.418,-104.21556,Carlsbad,NM
2454,Cunningham,32.7131,-103.3533,Hobbs,NM
2465,Animas,36.725138,-108.19202,Farmington,NM
2469,Tucumcari,35.168056,-103.718055,Tucumcari,NM
2475,Algodones,35.384444,-106.464167,Algodones,NM
2480,Danskammer Generating Station,41.571247,-73.974981,Newsburgh,NY
2481,Dashville,41.8217,-74.0497,Dashville,NY
2483,Neversink,41.8194,-74.6358,Grahmsville,NY
2485,South Cairo,42.291275,-73.986452,Cairo,NY
2486,Sturgeon,41.848191,-74.046678,Tillson,NY
2487,West Coxsackie,42.3435,-73.8353,Coxsackie,NY
2490,Arthur Kill Generating Station,40.591564,-74.200035,Staten Island,NY
2491,Charles Poletti,40.776389,-73.910833,Astoria,NY
2493,East River,40.7281,-73.9742,New York,NY
2494,Gowanus Gas Turbines Generating,40.6635,-74.0051,Brooklyn,NY
2496,Hudson Avenue,40.7052,-73.9807,New York,NY
2497,Indian Point 2,41.270556,-73.9527,Buchanan,NY
2499,Narrows Gas Turbines Generating,40.648611,-74.020833,Brooklyn,NY
2500,Ravenswood,40.759167,-73.946111,Long Island,NY
2502,Waterside,40.753333,-73.975833,New York,NY
2503,59th Street,40.771285,-73.99115,New York,NY
2504,74th Street,40.768,-73.9515,New York,NY
2511,E F Barrett,40.616689,-73.647881,Island Park,NY
2512,East Hampton,40.961706,-72.210277,East Hampton,NY
2513,Far Rockaway,40.61089,-73.761,Far Rockaway,NY
2514,Glenwood,40.827149,-73.647473,Glenwood Landing,NY
2515,Montauk,41.0425,-71.957778,Montour,NY
2516,Northport,40.923565,-73.342323,Northport,NY
2517,Port Jefferson,40.949696,-73.078507,Port Jefferson,NY
2518,Shoreham,40.96159,-72.864976,Wading River,NY
2519,South Hampton,40.899997,-72.381977,Southampton,NY
2520,Southold,41.1059,-72.3761,Greenport,NY
2521,West Babylon,40.695485,-73.348573,West Babylon,NY
2522,Cadyville,44.695,-73.6219,Town ofSchuyler Falls,NY
2527,Greenidge Generation LLC,42.6789,-76.9483,Dresden,NY
2528,Harris Lake,43.9719,-74.1861,Town of Newcomb,NY
2530,High Falls - Saranac NY,44.6389,-73.7492,Town of Saranac,NY
2532,Kent Falls,44.7053,-73.5967,Town of SchuylerFalls,NY
2533,Keuka,42.494167,-77.119444,Town of Wayne,NY
2535,Cayuga Operating Company,42.6028,-76.6336,Lansing,NY
2539,Bethlehem Energy Center,42.594196,-73.763752,Glenmont,NY
2540,Allens Falls,44.660338,-74.860265,Parishville,NY
2543,Beardslee,43.019113,-74.741349,Little Falls,NY
2544,Belfort,43.9275,-75.3331,Croghan,NY
2545,Bennetts Bridge,43.5317,-75.9531,Altmar,NY
2546,Black River,44.000122,-75.813151,Black River,NY
2547,Blake,44.506474,-74.753442,Parishville,NY
2548,Browns Falls,44.211407,-75.059441,Oswegatchie,NY
2549,C R Huntley Generating Station,42.97,-78.93,Tonawanda,NY
2550,Chasm,44.7533,-74.2169,Malone,NY
2551,Colton,44.5839,-74.9583,Pierrepont,NY
2552,Deferiet,44.0381,-75.6806,Deferiet,NY
2554,Dunkirk Generating Plant,42.491467,-79.346631,Dunkirk,NY
2555,Eagle,43.909714,-75.200831,Croghan,NY
2556,Eel Weir,44.638365,-75.49052,Oswegatchie,NY
2557,Effley,43.922831,-75.277923,Croghan,NY
2559,Elmer,43.927536,-75.288322,Croghan,NY
2560,Ephratah,43.0092,-74.5372,Saint Johnsville,NY
2561,East Norfolk,44.7989,-74.9856,Norfolk,NY
2562,Five Falls,44.527491,-74.849177,Colton,NY
2563,Flat Rock,44.2217,-75.0742,Fine,NY
2564,Franklin (NY),44.4372,-73.9725,Franklin,NY
2566,Fulton Hydro,43.32411,-76.418984,Fulton,NY
2568,Glenwood Hydro,43.2358,-78.3906,Medina,NY
2569,Granby,43.323441,-76.420841,Fulton,NY
2571,Hannawa,44.6192,-74.9733,Pierrepont,NY
2572,Herrings,44.0217,-75.6511,Carthage,NY
2573,Heuvelton,44.6172,-75.4042,Village of Heuvelton,NY
2574,High Dam,43.4436,-76.4961,Oswego,NY
2575,High Falls - Croghan NY,43.9247,-75.3731,Croghan,NY
2576,Higley,44.5306,-74.9331,Colton,NY
2578,Hydraulic Race,43.170948,-78.691551,Lockport,NY
2579,Inghams,43.061017,-74.764347,Little Falls,NY
2580,Johnsonville Dam,42.920374,-73.508886,Johnsonville,NY
2581,Kamargo,44.0117,-75.7967,Black River,NY
2582,Lighthouse Hill,43.524103,-75.970318,Altmar,NY
2583,Macomb,44.877326,-74.306288,Malone,NY
2586,Minetto,43.4003,-76.4739,Minetto,NY
2588,Moshier,43.8719,-75.1364,Lowville,NY
2589,Nine Mile Point Nuclear Station,43.5211,-76.41,Lycoming,NY
2590,Norfolk,44.8053,-74.9975,Norfolk,NY
2591,Norwood,44.7439,-75.0042,Norwood,NY
2594,Oswego Harbor Power,43.4586,-76.5319,Oswego,NY
2595,Oswego Falls East,43.3161,-76.4153,Fulton,NY
2596,Oswego Falls West,43.3156,-76.4172,Fulton,NY
2597,Parishville,44.63,-74.8258,Parishville,NY
2598,Piercefield,44.233419,-74.566217,Piercefield,NY
2599,Prospect,43.291861,-75.147734,Prospect,NY
2600,Rainbow Falls Hydro,44.5178,-74.8228,Parishville,NY
2601,Raymondville,44.835,-74.9803,Norfolk,NY
2604,South Edwards,44.2678,-75.1961,Fine,NY
2605,School Street,42.78498,-73.707983,Cohoes,NY
2606,Schaghticoke,42.8992,-73.5989,Schaghticoke,NY
2607,Schuylerville,43.096823,-73.582107,Schuylerville,NY
2608,Sewalls,43.9775,-75.8942,Watertown,NY
2609,Sherman Island,43.2797,-73.7094,Queensbury,NY
2610,Soft Maple,43.9206,-75.2433,Croghan,NY
2611,South Colton,44.5133,-74.8831,Colton,NY
2612,Spier Falls,43.2339,-73.7556,Gansevoort,NY
2613,Stark,44.4553,-74.7614,Colton,NY
2614,Stewarts Bridge,43.2978,-73.8853,Corinth,NY
2616,Sugar Island,44.642181,-74.976473,Potsdam,NY
2617,Taylorville,43.927002,-75.321877,Croghan,NY
2619,Trenton Falls,43.2758,-75.1567,Barneveld,NY
2621,Varick,43.4486,-76.5056,Oswego,NY
2623,Waterport,43.3272,-78.2394,Waterport,NY
2624,Yaleville,44.7661,-74.9997,Norfolk,NY
2625,Bowline Point,41.2044,-73.9689,West Haverstraw,NY
2627,Grahamsville,41.8592,-74.5106,Grahamsville,NY
2628,Hillburn,41.1269,-74.1653,Hillburn,NY
2629,Lovett,41.257778,-73.979722,Tomkins Cove,NY
2630,Mongaup,41.537722,-74.771383,Forestburgh,NY
2631,Rio,41.4625,-74.7578,Glen Spey,NY
2632,Shoemaker,41.4278,-74.4186,Middletown,NY
2633,Swinging Bridge 1,41.571667,-74.782777,Forestburgh,NY
2634,Swinging Bridge 2,41.5717,-74.7828,Forestburgh,NY
2638,Rochester 26,43.1522,-77.6098,Rochester,NY
2639,Rochester 2,43.1611,-77.615,Rochester,NY
2640,Rochester 3,43.161667,-77.618055,Rochester,NY
2641,Rochester 5,43.1803,-77.6278,Rochester,NY
2642,Rochester 7,43.268889,-77.629444,Rochester,NY
2644,Rochester 9,43.151,-77.6601,Rochester,NY
2646,Wiscoy 170,42.5042,-78.0828,Filmore,NY
2678,Plant No 1 Freeport,40.6561,-73.5922,Freeport,NY
2679,Plant No 2 Freeport,40.6447,-73.5683,Freeport,NY
2681,Greenport,41.1055,-72.3758,Greenport,NY
2682,S A Carlson,42.0933,-79.2478,Jamestown,NY
2685,Crescent,42.8056,-73.72264,Crescent,NY
2686,Vischer Ferry,42.80746,-73.84269,Rexford,NY
2691,Blenheim Gilboa,42.4423,-74.4479,Gilboa,NY
2692,Lewiston Niagara,43.1428,-79.0215,Lewiston,NY
2693,Robert Moses Niagara,43.1427,-79.0394,Lewiston,NY
2694,Robert Moses Power Dam,45.0038,-74.7994,Massena,NY
2695,Charles P Keller,40.658333,-73.640556,Rockville Centre,NY
2700,Watertown,43.975801,-75.874669,Watertown,NY
2706,Asheville,35.4731,-82.5417,Arden,NC
2707,Blewett,34.9833,-79.8775,Lilesville,NC
2708,Cape Fear,35.595,-79.0495,Moncure,NC
2709,HF Lee Plant,35.379866,-78.087795,Goldsboro,NC
2710,Marshall Dam,35.702527,-82.710571,Marshall,NC
2711,Morehead,34.745765,-76.810259,Newport,NC
2712,Roxboro,36.4833,-79.0731,Semora,NC
2713,L V Sutton Steam,34.283056,-77.985278,Wilmington,NC
2714,Tillery,35.206741,-80.06483,Mount Gilead,NC
2715,Walters,35.6946,-83.0503,Waterville,NC
2716,W H Weatherspoon,34.587538,-78.97552,Lumberton,NC
2718,G G Allen,35.1897,-81.0122,Belmont,NC
2719,Bridgewater,35.7428,-81.8372,Morganton,NC
2720,Buck,35.7133,-80.3767,Salisbury,NC
2721,James E. Rogers Energy Complex,35.22,-81.7594,Cliffside,NC
2722,Cowans Ford,35.4346,-80.9588,Stanley,NC
2723,Dan River,36.4862,-79.7208,Eden,NC
2726,Lookout Shoals,35.7575,-81.0894,Statesville,NC
2727,Marshall (NC),35.5975,-80.9658,Terrell,NC
2728,Mountain Island,35.3339,-80.9867,MOUNT HOLLY,NC
2729,Oxford Dam,35.8214,-81.1922,Conover,NC
2730,Rhodhiss,35.774234,-81.437773,Rhodhiss,NC
2732,Riverbend,35.36,-80.9742,Mount Holly,NC
2735,Turner Shoals,35.334767,-82.186369,Mill Springs,NC
2736,Tuxedo,35.245006,-82.389371,Flat Rock,NC
2741,Bear Creek Dam,35.242677,-83.072007,TUCKASEGEE,NC
2743,Cedar Cliff,35.2531,-83.0983,TUCKASEGEE,NC
2745,Franklin (NC),35.2194,-83.3708,Franklin,NC
2746,Mission,35.0647,-83.9258,Murphy,NC
2747,Nantahala,35.2715,-83.6762,Topton,NC
2749,Tennessee Creek,35.2139,-83.0028,Tuckasegee,NC
2750,Thorpe,35.233988,-83.125398,TUCKASEGEE,NC
2751,Tuckasegee,35.247011,-83.128111,Tuckasegee,NC
2756,Gaston,36.499147,-77.811543,Roanoke Rapids,NC
2757,Kitty Hawk,36.0667,-75.6997,Kitty Hawk,NC
2758,Roanoke Rapids,36.4789,-77.6722,Roanoke Rapids,NC
2773,Lake Lure,35.42591,-82.184005,Lake Lure,NC
2778,Chatuge,35.019131,-83.791438,Hayesville,NC
2779,Fontana Dam,35.4507,-83.805,Fontana Dam,NC
2780,Hiwassee Dam,35.150864,-84.177533,Murphy,NC
2783,Buxton,35.267222,-75.534722,Buxton,NC
2790,R M Heskett,46.8669,-100.8836,Mandan,ND
2791,Williston,48.145,-103.1364,Williston,ND
2801,Jamestown,46.905665,-98.662183,Jamestown,ND
2811,Grafton,48.4108,-97.4158,Grafton,ND
2815,Garrison,47.4945,-101.4115,Riverside,ND
2817,Leland Olds,47.280769,-101.321213,Stanton,ND
2821,Grand Forks,47.9383,-97.935,Grand Forks,ND
2822,Harwood,46.9986,-96.9975,Harwood,ND
2823,Milton R Young,47.065854,-101.213093,Center,ND
2824,Stanton,47.286643,-101.331908,Stanton,ND
2828,Cardinal,40.2522,-80.6486,Brillant,OH
2830,Walter C Beckjord,38.9917,-84.2981,New Richmond,OH
2831,Dicks Creek,39.465,-84.3778,Monroe,OH
2832,Miami Fort,39.1128,-84.8036,North Bend,OH
2835,FirstEnergy Ashtabula,41.9086,-80.7697,Ashtabula Township,OH
2836,Avon Lake,41.504453,-82.054619,Avon Lake,OH
2837,FirstEnergy Eastlake,41.6711,-81.4425,Eastlake,OH
2838,FirstEnergy Lake Shore,41.5356,-81.6419,Cleveland,OH
2840,Conesville,40.1842,-81.8811,Conesville,OH
2843,Picway,39.7933,-83.0097,Lockbourne,OH
2847,Frank M Tait,39.727249,-84.211084,Moraine,OH
2848,O H Hutchings,39.6088,-84.2921,Miamisburg,OH
2850,J M Stuart,38.6361,-83.6939,Aberdeen,OH
2851,Monument,39.7667,-84.1739,Dayton,OH
2852,Sidney (OH),40.27917,-84.19097,Sidney,OH
2854,Yankee Street,39.603,-84.2047,Centerville,OH
2857,FirstEnergy Edgewater,41.468056,-82.186944,Lorain,OH
2860,FirstEnergy Mad River,39.9242,-83.8508,Springfield,OH
2861,Niles Power Plant,41.166928,-80.74769,Niles,OH
2864,FirstEnergy R E Burger,39.91,-80.760833,Shadyside,OH
2866,FirstEnergy W H Sammis,40.5317,-80.6319,Stratton,OH
2867,FirstEnergy Toronto,40.4825,-80.604444,Toronto,OH
2869,FirstEnergy West Lorain,41.429444,-82.264444,Lorain,OH
2872,Muskingum River,39.5908,-81.6797,Beverly,OH
2876,Kyger Creek,38.9144,-82.1289,Cheshire,OH
2877,FirstEnergy Acme,41.654444,-83.515556,Toledo,OH
2878,FirstEnergy Bay Shore,41.6917,-83.4378,Oregon,OH
2880,Richland,41.305203,-84.334622,Defiance,OH
2881,Stryker,41.5014,-84.4283,Stryker,OH
2902,Arcanum,39.9861,-84.5503,Arcanum,OH
2903,Bryan (OH),41.471822,-84.543148,Bryan,OH
2906,Collinwood,41.556867,-81.58796,Cleveland,OH
2908,Lake Road (OH),41.527778,-81.649444,Cleveland,OH
2909,West 41st Street,41.474,-81.7145,Cleveland,OH
2914,Dover,40.520066,-81.46815,Dover,OH
2917,Hamilton (OH),39.4098,-84.5543,Hamilton,OH
2921,Lebanon,39.432181,-84.210925,Lebanon,OH
2933,Oberlin (OH),41.2836,-82.2194,Oberlin,OH
2935,Orrville,40.850964,-81.765764,Orrville,OH
2936,Painesville,41.7265,-81.254,Painesville,OH
2937,Piqua Power Plant,40.133848,-84.237258,Piqua,OH
2942,St Marys,40.5458,-84.3889,St. Marys,OH
2943,Shelby Municipal Light Plant,40.88,-82.6567,Shelby,OH
2945,Anadarko,39.756982,-81.115503,Woodsfield,OH
2947,Arbuckle,34.511667,-96.979722,NA,OK
2950,Enid,36.37125,-97.87374,Enid,OK
2951,Horseshoe Lake,35.50866,-97.17969,Harrah,OK
2952,Muskogee,35.76135,-95.28732,Fort Gibson,OK
2953,Mustang,35.46988,-97.67498,Oklahoma City,OK
2956,Seminole (OK),34.96645,-96.7258,Konowa,OK
2958,Woodward,36.375389,-99.370179,Woodward,OK
2963,Northeastern,36.4317,-95.7008,Oologah,OK
2964,Southwestern,35.1009,-98.3524,Anadarko,OK
2965,Tulsa,36.116492,-95.990974,Tulsa,OK
2966,Weleetka,35.3233,-96.1352,Weleetka,OK
2975,Cushing,35.982597,-96.775683,Cushing,OK
2980,Markham,36.2317,-95.1822,Locust Grove,OK
2981,Pensacola,36.4675,-95.041389,Langley,OK
2982,Salina,36.264685,-95.103558,Salina,OK
2984,Keystone Dam,36.1508,-96.2517,Sand Springs,OK
2985,Robert S Kerr,35.34447,-94.7755,Keota,OK
2986,Kingfisher,35.8575,-97.9277,Kingfisher,OK
2987,Webbers Falls,35.5531,-95.1708,Webbers Falls,OK
2991,Mangum,34.8836,-99.5022,Mangum,OK
2995,Pawhuska,36.669425,-96.347408,Pawhuska,OK
3000,Boomer Lake Station,36.1438,-97.0681,Stillwater,OK
3003,Fort Gibson,35.8693,-95.2269,Fort Gibson,OK
3004,Tenkiller Ferry,35.595,-95.0511,Gore,OK
3006,Anadarko Plant,35.0847,-98.23,Anadarko,OK
3008,Mooreland,36.43725,-99.22543,Mooreland,OK
3013,Hells Canyon,45.2439,-116.7008,Oxbow,OR
3014,Oxbow (OR),44.971643,-116.835042,Oxbow,OR
3020,Clearwater 1,43.251244,-122.337924,Idleyld Park,OR
3021,Clearwater 2,43.266894,-122.409807,Idleyld Park,OR
3024,Eagle Point,42.514575,-122.757062,Eagle Point,OR
3025,East Side,42.224847,-121.795496,Klamath Falls,OR
3026,Fish Creek,43.274221,-122.448978,Idleyld Park,OR
3028,John C Boyle,42.093611,-122.0703,Keno,OR
3029,Lemolo 1,43.3558,-122.2494,Idleyld Park,OR
3031,Powerdale,45.7039,-121.5042,Hood River,OR
3032,Prospect 1,42.730717,-122.515122,Prospect,OR
3033,Prospect 2,42.731237,-122.513974,Prospect,OR
3034,Prospect 3,42.730606,-122.41846,Prospect,OR
3035,Prospect 4,42.733073,-122.515079,Prospect,OR
3036,Slide Creek,43.2939,-122.4728,Idleyld Park,OR
3037,Soda Springs,43.3061,-122.5014,Idleyld Park,OR
3040,Toketee Falls,43.272729,-122.447498,Idleyld Park,OR
3041,Wallowa Falls,45.266702,-117.212732,Joseph,OR
3044,Bull Run Hydro,45.429035,-122.233897,Sandy,OR
3045,Faraday,45.268045,-122.32009,Estacada,OR
3047,North Fork,45.243287,-122.27995,Estacada,OR
3048,Pelton,44.694374,-121.231379,Madras,OR
3049,River Mill,45.299991,-122.350023,Estacada,OR
3050,Round Butte,44.605837,-121.277334,Madras,OR
3053,Sullivan,45.354004,-122.618954,West Linn,OR
3067,Carmen Smith,44.285977,-122.041352,McKenzie Bridge,OR
3068,Leaburg,44.1011,-122.6892,Springfield,OR
3071,Walterville,44.069636,-122.835046,Springfield,OR
3074,Big Cliff,44.7514,-122.2832,Lowell,OR
3075,Bonneville,45.6441,-121.941009,Cascade Locks,OR
3076,Cougar,44.1307,-122.2439,Lowell,OR
3077,Detroit,44.7224,-122.2511,Lowell,OR
3078,Dexter,43.9242,-122.8055,Lowell,OR
3080,Green Peter,44.4494,-122.5494,Lowell,OR
3081,Hills Creek,43.7107,-122.4238,Lowell,OR
3082,John Day,45.71644,-120.69408,The Dalles,OR
3083,Lookout Point,43.9153,-122.7531,Lowell,OR
3084,McNary,45.9402,-119.2988,Umatilla,OR
3096,Brunot Island,40.464851,-80.043761,Pittsburg,PA
3098,Elrama Power Plant,40.251829,-79.918022,Elrama,PA
3099,F R Phillips,40.575833,-80.228611,Crescent Township,PA
3109,Hamilton (PA),39.908732,-76.988454,East Berlin,PA
3110,Hunterstown,39.8662,-77.1648,Gettysburg,PA
3111,Mountain,40.122941,-77.172292,Mount Holly Springs,PA
3112,Orrtanna,39.8442,-77.3508,Orrtanna,PA
3113,Portland (PA),40.910205,-75.079398,Mt. Bethel,PA
3114,Shawnee (PA),41.061194,-75.058242,East Stroudsburg,PA
3115,Titus,40.3056,-75.9081,Birsboro,PA
3116,Tolna,39.760634,-76.635341,Stewartstown,PA
3117,York Haven,40.113625,-76.71195,York Haven,PA
3118,Conemaugh,40.3842,-79.0611,New Florence,PA
3120,Blossburg,41.706475,-77.08184,Blossburg,PA
3122,Homer City Generating Station,40.512825,-79.196107,Homer City,PA
3124,Piney,41.192088,-79.433501,Clarion,PA
3130,Seward (PA),40.40625,-79.03366,New Florence,PA
3131,Shawville,41.06755,-78.366228,Shawville,PA
3132,Warren,41.835947,-79.188668,Warren,PA
3134,Wayne,41.519167,-80.011111,Cochranton,PA
3136,Keystone,40.6604,-79.3411,Shelocta,PA
3138,New Castle Plant,40.937939,-80.369007,West Pittsburg,PA
3139,TalenEnergy Martin Creek LLC Allentown,40.608388,-75.45599,Allentown,PA
3140,Brunner Island,40.096111,-76.6962,York Haven,PA
3142,TalenEnergy Martins Creek LLC Fishbach,40.689064,-76.219639,Pottsville,PA
3143,TalenEnergy Martins Creek LLC Harrisburg,40.257865,-76.857897,Harrisburg,PA
3144,TalenEnergy Martins Creek LLC Harwood,40.9353,-76.0284,West Hazleton,PA
3145,TalenEnergy Holtwood,39.827198,-76.331772,Holtwood,PA
3146,TalenEnergy Martins Creek LLC Jenkins,41.282405,-75.816439,Laflin,PA
3147,TalenEnergy Martins Creek LLC Lock Haven,41.1189,-77.4709,Caldwell,PA
3148,TalenEnergy Martins Creek,40.797762,-75.105416,Bangor,PA
3149,TalenEnergy Montour,41.0714,-76.6672,Washingtonville,PA
3152,Sunbury Generation LP,40.8361,-76.825,Shamokin Dam,PA
3153,TalenEnergy HW Wallenpaupack,41.467858,-75.130895,Hawley,PA
3154,TalenEnergy Martins Creek LLC West Shore,40.1908,-76.94579,Camp Hill,PA
3155,TalenEnergy Martins Creek LLC Williamsport,41.2361,-77.00755,Williamsport,PA
3157,Chester Generating Station,39.8301,-75.3837,Chester,PA
3159,Cromby Generating Station,40.1531,-75.5294,Pheonixville,PA
3160,Delaware Generating Station,39.968021,-75.125203,Phila.,PA
3161,Eddystone Generating Station,39.858,-75.323,Eddystone,PA
